Worldwide Gross($M),Movie,Release Year
30.02,Quo Vadis?,1951
30.05,Road House,1989
30.05,Metegol,2013
30.06,Dragonfly,2002
30.12,"Che, El Ar the Argentine",2008
30.14,When the Game Stands Tall,2014
30.14,Jane Austen's Mafia,1998
30.16,What's Your Number?,2011
30.20,The Art of War,2000
30.24,Pulse,2006
30.26,The Great Debaters,2007
30.30,Silmido,2004
30.31,Queen of the Damned,2002
30.33,A Night at the Roxbury,1998
30.33,Shaun of the Dead,2004
30.35,Cabin Fever,2003
30.36,A Serious Man,2009
30.40,Mortdecai,2015
30.40,Stick It,2006
30.44,East is East,2000
30.44,An American Haunting,2006
30.49,2 For the Money,2005
30.50,From Here to Eternity,1953
30.59,Flipper,1996
30.60,The Raven,2012
30.63,Virus,1999
30.63,Superstar,1999
30.70,Nancy Drew,2007
30.81,Secret in Their Eyes,2015
30.86,The Princess Bride,1987
30.86,The Water Diviner,2015
30.89,Hearts in Atlantis,2001
30.89,Be Kind Rewind,2008
30.96,Ultraviolet,2006
30.99,Joe Dirt,2001
31.01,Igor,2008
31.06,High Anxiety,1977
31.07,Grosse Pointe Blank,1997
31.08,Love in the Time of Cholera,2007
31.15,Spring Breakers,2013
31.16,Joyful Noise,2012
31.16,Movie 43,2013
31.22,How High,2001
31.29,Johnson Family Vacation,2004
31.32,Lost Souls,2000
31.33,The Iron Giant,1999
31.34,An Ideal Husband,1999
31.39,Rob Roy,1995
31.39,Premium Rush,2012
31.52,Lage Raho Munna Bhai,2006
31.56,Mud,2013
31.56,Benji,1974
31.64,The Girl Next Door,2004
31.67,Rent,2005
31.67,History of the World: Part I,1981
31.68,Paint Your Wagon,1969
31.68,Pinocchio,2002
31.72,Mr. Nice Guy,1998
31.77,Lake Placid,1999
31.84,The Shadow,1994
31.88,The Young Victoria,2009
31.90,Dressed to Kill,1980
31.94,Jennifer's Body,2009
32.01,The Age of Innocence,1993
32.03,Sunshine,2007
32.05,Copycat,1995
32.06,Cidade de Deus,2003
32.09,Dance Flick,2009
32.10,The Lawnmower Man,1992
32.21,Shark Night 3D,2011
32.22,The Lost Boys,1987
32.22,Kingpin,1996
32.25,Project Almanac,2015
32.30,Blair Witch,2016
32.33,Kevin Hart: Let Me Explain,2013
32.38,Being John Malkovich,1999
32.43,Krrish,2006
32.53,Adaptation,2002
32.58,Kabhi Alvida Naa Kehna,2006
32.62,Leap Year,2010
32.63,Burnt,2015
32.65,Coming Home,1978
32.66,Return to Me,2000
32.68,The Invention of Lying,2009
32.70,Katy Perry: Part of Me,2012
32.74,Luther,2003
32.84,You Again,2010
32.85,Eye in the Sky,2016
32.94,Inside Llewyn Davis,2013
32.95,The Producers: The Movie Musical,2005
32.96,88 Minutes,2008
32.97,Awake,2007
32.98,Friday the 13th Part IV: The Final Chapter,1984
32.98,Mercury Rising,1998
33.00,The Last Dragon,1985
33.00,Dracula 2000,2000
33.01,Confessions of a Dangerous Mind,2002
33.04,Seven Psychopaths,2012
33.07,The Perks of Being a Wallflower,2012
33.08,Hart's War,2002
33.12,Confessions of a Teenage Drama Queen,2004
33.14,Blade Runner,1982
33.18,Victor Frankenstein,2015
33.20,Silverado,1985
33.21,"Hello, Dolly",1969
33.30,The Bridge on the River Kwai,1957
33.32,Get on Up,2014
33.35,2016: Obama’s America,2012
33.40,The Planet of the Apes,1968
33.40,Rosemary's Baby,1968
33.42,Wonder Boys,2000
33.42,Black Knight,2001
33.44,Crocodile Hunter: Collision Course,2002
33.45,The Long Kiss Goodnight,1996
33.46,Mystery Men,1999
33.46,Red Planet,2000
33.47,Fireproof,2008
33.47,Whiplash,2014
33.50,The Bad News Bears,2005
33.51,Because of Winn-Dixie,2005
33.51,"Run, Fatboy, Run",2008
33.53,Friday After Next,2002
33.61,Hostel: Part II,2007
33.65,Y Tu Mamá También,2002
33.71,Self/Less,2015
33.75,The Wizard of Oz,1939
33.76,Jay and Silent Bob Strike Back,2001
33.77,Dungeons and Dragons,2000
33.89,Nick and Norah's Infinite Playlist,2008
33.91,Nochnoy dozor,2006
33.94,Lockout,2012
33.95,Ne le dis à personne,2008
33.96,The Relic,1997
34.00,Day of the Dead,1985
34.01,Flight of the Phoenix,2004
34.11,Instinct,1999
34.11,Entre les murs,2009
34.17,Child's Play 2,1990
34.18,Sling Blade,1996
34.24,My Week with Marilyn,2011
34.25,Viy,2015
34.25,You Will Meet a Tall Dark Stranger,2010
34.35,"Gone, Baby, Gone",2007
34.36,Swimfan,2002
34.41,Darkness,2004
34.42,The Doors,1991
34.45,The Usual Suspects,1995
34.45,Zambezia,2012
34.48,Broken City,2013
34.50,Malibu's Most Wanted,2003
34.51,Woodstock,1970
34.53,In Bruges,2008
34.56,That Thing You Do!,1996
34.56,Hawaii,1966
34.57,The Best Man,1999
34.60,Everyone Says I Love You,1996
34.61,Endless Love,2014
34.65,Jack Frost,1998
34.67,Nixon,1995
34.70,Dangerous Liaisons,1988
34.73,White Fang,1991
34.79,My Best Friend's Girl,2008
34.81,The Life Aquatic with Steve Zissou,2004
34.82,The November Man,2014
34.87,Freddy's Dead: The Final Nightmare,1991
34.87,A Thin Line Between Love & Hate,1996
35.01,The Skulls,2000
35.07,Commando,1985
35.11,Whatever Works,2009
35.12,Die Welle,2011
35.13,The Adventures of Rocky & Bullwinkle,2000
35.19,Courageous,2011
35.20,Alfie,2004
35.32,EDtv,1999
35.34,The Lazarus Effect,2015
35.40,Steve Jobs,2015
35.42,Basic Instinct 2,2006
35.43,Alex Cross,2012
35.45,Selena,1997
35.47,Crank 2: High Voltage,2009
35.58,Tyler Perry's Good Deeds,2012
35.63,The Indian in the Cupboard,1995
35.68,Father's Day,1997
35.79,Faster,2010
35.80,My Dog Skip,2000
35.83,Arbitrage,2012
35.84,The Black Hole,1979
35.86,Taps,1981
35.87,Wu ji,2006
35.89,Miss Potter,2006
35.99,What a Girl Wants,2003
36.00,Pete’s Dragon,1977
36.00,The Robe,1953
36.00,The Greatest Show on Earth,1952
36.03,Garden State,2004
36.04,Assault On Precinct 13,2005
36.05,Set It Off,1996
36.05,The Eagle,2011
36.07,A Most Wanted Man,2014
36.13,Criminal,2016
36.13,Love Happens,2009
36.15,Silent Movie,1976
36.15,Devil's Due,2014
36.20,One for the Money,2012
36.23,Room,2015
36.23,Mad Max Beyond Thunderdome,1985
36.24,Rumble in the Bronx,1996
36.27,A Very Harold & Kumar 3D Christmas,2011
36.28,The Kids Are All Right,2010
36.30,Alive,1993
36.37,Haywire,2012
36.40,The Glimmer Man,1996
36.52,Hotel Rwanda,2004
36.54,Sicko,2007
36.55,Shine,1996
36.68,The Adventures of Pinocchio,1996
36.69,Friday the 13th Part 3,1982
36.72,Disaster Movie,2008
36.72,Eight Legged Freaks,2002
36.74,"Sex, Lies, and Videotape",1989
36.75,Titan A.E.,2000
36.75,Barfi,2012
36.79,Amour,2012
36.83,Kiss of the Dragon,2001
36.85,My Favorite Martian,1999
36.86,Zack and Miri Make a Porno,2008
36.88,The Bachelor,1999
37.05,The Fog,2005
37.07,Ex Machina,2015
37.07,Jersey Girl,2004
37.23,Psycho,1998
37.31,The Majestic,2001
37.34,Gomorra,2008
37.40,Time Bandits,1981
37.40,Oliver!,1968
37.47,The Hills Have Eyes II,2007
37.47,The Boat That Rocked,2009
37.54,Bill & Ted's Bogus Journey,1991
37.60,Tom Jones,1963
37.66,Halloween: Resurrection,2002
37.67,How Stella Got Her Groove Back,1998
37.75,Showgirls,1995
37.80,The Black Stallion,1979
37.83,Emma,1996
37.84,Deepwater Horizon,2016
37.92,Happily N'Ever After,2007
37.96,Sgt. Bilko,1996
38.02,For Colored Girls,2010
38.03,Beastly,2011
38.07,The Banger Sisters,2002
38.09,Ri¢hie Ri¢h,1994
38.11,Carnage,2011
38.12,Spaceballs,1987
38.12,The Running Man,1987
38.16,Jumping the Broom,2011
38.16,Just My Luck,2006
38.16,The Covenant,2006
38.17,Quest for Camelot,1998
38.24,The Original Kings of Comedy,2000
38.25,Annie Hall,1977
38.25,The Missing,2003
38.28,Head of State,2003
38.33,After the Sunset,2004
38.35,Beauty Shop,2005
38.36,Employee of the Month,2006
38.39,The Soloist,2009
38.46,What's the Worst That Could Happen?,2001
38.51,Halloween 2,2009
38.56,The Ghost and the Darkness,1996
38.57,Urban Legends: Final Cut,2000
38.59,Koltchak,2008
38.59,On Deadly Ground,1994
38.68,Someone Like You,2001
38.72,The Gambler,2014
38.75,Little Shop of Horrors,1986
38.75,The Sitter,2011
38.79,Clockstoppers,2002
38.90,The Warlords,2010
38.96,3 Days to Kill,2014
38.99,Agora,2010
39.01,The Spirit,2008
39.01,Yentl,1983
39.02,Primary Colors,1998
39.10,What's Love Got to Do With It,1993
39.13,Don't Be Afraid of the Dark,2011
39.13,Winged Migration,2003
39.16,No Escape,2015
39.22,Million Dollar Arm,2014
39.23,Brooklyn's Finest,2010
39.24,The Legend of Bagger Vance,2000
39.24,Killing Them Softly,2012
39.24,National Lampoon's Van Wilder,2002
39.25,Anna and the King,1999
39.32,Never Back Down,2008
39.34,Furry Vengeance,2010
39.36,Hocus Pocus,1993
39.37,Whale Rider,2003
39.38,Becoming Jane,2007
39.39,Crocodile Dundee in Los Angeles,2001
39.50,Dreamer: Inspired by a True Story,2005
39.50,Sin City: A Dame to Kill For,2014
39.55,Mars Needs Moms,2011
39.69,Mar adentro,2004
39.69,Monte Carlo,2011
39.72,Memento,2001
39.75,Cirque du Freak: The Vampire's Assistant,2009
39.78,The Beach,2000
39.80,The Forest,2016
39.85,Caddyshack,1980
39.98,The Secret Life of Bees,2008
40.02,Thank You For Smoking,2006
40.02,I Still Know What You Did Last Summer,1998
40.11,Scoop,2006
40.12,Twisted,2004
40.12,The Love Guru,2008
40.13,All About Steve,2009
40.15,The Invasion,2007
40.16,The Piano,1993
40.28,The Faculty,1998
40.31,La mala educación,2004
40.32,Serenity,2005
40.36,The Master of Disguise,2002
40.44,Bless the Child,2000
40.45,The Witch,2016
40.49,Bill & Ted's Excellent Adventure,1989
40.49,Ricki and the Flash,2015
40.52,Fright Night,2011
40.53,El secreto de sus ojos,2010
40.69,War,2007
40.80,Undercover Brother,2002
40.86,Where the Heart Is,2000
40.97,30 Minutes or Less,2011
41.00,Happy Gilmore,1996
41.04,Drive Angry,2011
41.08,Money Talks,1997
41.16,The French Connection,1971
41.27,The Mirror Has Two Faces,1996
41.27,Don Jon,2013
41.29,The Guilt Trip,2012
41.30,This is Where I Leave You,2014
41.30,Gosford Park,2001
41.33,50/50,2011
41.34,Man of the Year,2006
41.35,Leatherheads,2008
41.38,Peggy Sue Got Married,1986
41.41,Pale Rider,1985
41.46,Gridiron Gang,2006
41.47,Dredd,2012
41.48,Gremlins 2: The New Batch,1990
41.50,Safe,2012
41.56,The Sisterhood of the Traveling Pants,2005
41.64,Astro Boy,2009
41.64,Dream House,2011
41.67,Wimbledon,2004
41.70,Still Alice,2015
41.74,Casino Royale,1967
41.75,The Gallows,2015
41.77,The Informant!,2009
41.80,The Fisher King,1991
41.80,"As Above, So Below",2014
41.83,The Return of the Pink Panther,1975
41.92,Quarantine,2008
41.98,Meet the Browns,2008
41.98,Into the Blue,2005
42.00,Around the World in 80 Days,1956
42.00,Gamer,2009
42.06,A Good Year,2006
42.14,In the Bedroom,2001
42.17,Love the Coopers,2015
42.17,Earth to Echo,2014
42.20,21 and Over,2013
42.23,Joheunnom nabbeunnom isanghannom,2010
42.27,Teenage Mutant Ninja Turtles III,1993
42.36,My Name is Khan,2010
42.38,8 femmes,2002
42.41,Chernobyl Diaries,2012
42.49,The Four Seasons,1981
42.60,Basic,2003
42.64,Legend,2015
42.78,Shaolin Soccer,2004
42.80,Glory Road,2006
43.00,Escape from Alcatraz,1979
43.04,Tom yum goong,2006
43.06,See Spot Run,2001
43.11,Boogie Nights,1997
43.15,Eddie the Eagle,2016
43.28,Girl with a Pearl Earring,2003
43.31,Orange County,2002
43.34,Raising Helen,2004
43.34,Last Holiday,2006
43.35,Harold & Kumar Escape from Guantanamo Bay,2008
43.44,Pride and Glory,2008
43.49,Soul Food,1997
43.53,The DUFF,2015
43.53,Fly Me To the Moon,2008
43.55,We Are Marshall,2006
43.60,Going the Distance,2010
43.61,Welcome Home Roscoe Jenkins,2008
43.63,Freedom Writers,2007
43.66,Max,2015
43.70,West Side Story,1961
43.73,Hardball,2001
43.77,Monster's Ball,2001
43.80,A Man Apart,2003
43.85,Wall Street,1987
43.92,Crank,2006
43.93,The Transporter,2002
43.95,Dogma,1999
43.96,Exorcist: The Beginning,2004
43.98,Semi-Pro,2008
43.99,The Last Emperor,1987
44.08,The Boy in the Striped Pajamas,2008
44.10,House at the End of the Street,2012
44.12,Oculus,2014
44.20,Shi Yue Wei Cheng,2009
44.20,Child's Play,1988
44.20,The Postman Always Rings Twice,1981
44.21,Florence Foster Jenkins,2016
44.27,The Sisterhood of the Traveling Pants 2,2008
44.34,The Jungle Book,1994
44.40,Clash of the Titans,1981
44.41,Push,2009
44.41,The Shining,1980
44.45,Recess: School's Out,2001
44.51,One Missed Call,2008
44.57,The Gift,2000
44.65,Meet Joe Black,1998
44.73,Young Guns,1988
44.79,Midnight Cowboy,1969
44.79,Home,2009
44.79,A Nightmare On Elm Street 3: Dream Warriors,1987
44.82,Lakeview Terrace,2008
44.94,Scarface,1983
44.95,Medicine Man,1992
45.00,Deep Throat,1972
45.01,Notorious,2009
45.04,Brothers,2009
45.16,The Duchess,2008
45.27,Deuce Bigalow: European Gigolo,2005
45.28,Léon,1994
45.31,Good Boy!,2003
45.34,Keeping the Faith,2000
45.56,Dancer in the Dark,2000
45.68,Hot Pursuit,2015
45.69,Man on a Ledge,2012
45.71,"McFarland, USA",2015
45.79,Firefox,1982
45.89,Black Rain,1989
45.92,The Rainmaker,1997
46.06,A Walk to Remember,2002
46.11,For Love of the Game,1999
46.12,Napoleon Dynamite,2004
46.17,Risen,2016
46.18,Torque,2004
46.19,The Big Lebowski,1998
46.23,Entourage,2015
46.26,Des Hommes et Des Dieux,2011
46.31,The Nativity Story,2006
46.37,Machete,2010
46.53,The Last House on the Left,2009
46.60,Bangkok Dangerous,2008
46.60,The Debt,2011
46.63,The Wrestler,2008
46.67,Get Rich or Die Tryin',2005
46.73,Fortress,1993
46.74,Goodfellas,1990
46.75,The Spy Next Door,2010
46.79,Death at a Funeral,2007
46.82,Deck the Halls,2006
47.01,The Place Beyond the Pines,2013
47.09,The Fantastic Mr. Fox,2009
47.16,Soul Surfer,2011
47.18,The Wedding Date,2005
47.21,The Hunted,2003
47.27,The Watcher,2000
47.29,Darkness Falls,2003
47.30,CJ7,2008
47.31,Walking Tall,2004
47.37,Almost Famous,2000
47.41,Man on the Moon,1999
47.42,Crazy Heart,2009
47.51,The World's End,2013
47.67,Texas Chainsaw 3D,2013
47.71,Hachiko: A Dog's Story,2010
47.72,Book of Shadows: Blair Witch 2,2000
47.75,George A. Romero's Land of the Dead,2005
47.78,Shutter,2008
47.79,Arthur,2011
47.82,Trouble with the Curve,2012
47.84,A Lot Like Love,2005
47.88,High Fidelity,2000
47.90,Secondhand Lions,2003
47.92,The Blue Lagoon,1980
47.95,Aeon Flux,2005
48.06,Scott Pilgrim vs. The World,2010
48.16,Red Dawn,2012
48.17,G.I. Jane,1997
48.17,Malcolm X,1992
48.20,The Finest Hours,2016
48.33,The Last Stand,2013
48.43,The Big Wedding,2013
48.45,Magnolia,1999
48.48,Charlie St. Cloud,2010
48.53,Les petits mouchoirs,2012
48.54,Parker,2013
48.56,9,2009
48.56,Fat Albert,2004
48.57,The Omen,1976
48.59,The Avengers,1998
48.68,She's Out of My League,2010
48.78,Her,2013
48.96,Alpha and Omega 3D,2010
48.98,Death at a Funeral,2010
49.04,Danny the Dog,2005
49.11,The Negotiator,1998
49.16,The Last King of Scotland,2006
49.24,The Black Dahlia,2006
49.37,A Nightmare on Elm Street 4: The Dream Master,1988
49.47,Dark Water,2005
49.49,The Fourth Kind,2009
49.61,The Ant Bully,2006
49.63,How Do You Know?,2010
49.69,Drillbit Taylor,2008
49.73,Sky Captain and the World of Tomorrow,2004
49.73,This Christmas,2007
49.79,Major League,1989
49.80,Leaving Las Vegas,1995
49.82,Popeye,1980
49.85,Legal Eagles,1986
49.86,The Switch,2010
49.89,The Hurt Locker,2009
49.92,Capote,2005
50.00,Reds,1981
50.00,The Deer Hunter,1979
50.00,Little Women,1994
50.01,Operation Chromite,2016
50.05,The Replacements,2000
50.07,Absolute Power,1997
50.07,Fever Pitch,2005
50.10,The Longest Day,1962
50.10,The Women,2008
50.15,Winnie the Pooh,2011
50.16,Breakdown,1997
50.17,Sphere,1998
50.19,Grindhouse,2007
50.27,Team America: World Police,2004
50.32,K-PAX,2001
50.33,Nightcrawler,2014
50.36,Concussion,2015
50.37,Red Tails,2012
50.41,Hollywood Homicide,2003
50.45,About Last Night,2014
50.46,Diary of a Mad Black Woman,2005
50.52,The Texas Chainsaw Massacre: The Beginning,2006
50.58,Notes on a Scandal,2006
50.63,Mighty Joe Young,1998
50.65,Meet Dave,2008
50.69,Bride of Chucky,1998
50.72,Elizabethtown,2005
50.74,August: Osage County,2013
50.75,The Mighty Ducks,1992
50.80,A Bridge Too Far,1977
50.81,You Got Served,2004
50.81,Coco avant Chanel,2009
50.83,Yeh Jawaani Hai Deewani,2013
50.97,Enough,2002
51.04,Naked Gun 33 1/3: The Final Insult,1994
51.08,The Family,2013
51.20,Fargo,1996
51.33,Mortal Kombat: Annihilation,1997
51.45,Daybreakers,2010
51.62,Blue Crush,2002
51.70,Homefront,2013
51.70,Maximum Risk,1996
51.73,I Can Do Bad All By Myself,2009
51.87,Hanging Up,2000
51.97,Amadeus,1984
52.04,"South Park: Bigger, Longer & Uncut",1999
52.19,Nowhere to Run,1993
52.22,One Hour Photo,2002
52.29,Stand by Me,1986
52.29,The Color of Money,1986
52.30,Ordinary People,1980
52.34,Le Petit Nicolas,2010
52.43,The Night Before,2015
52.46,Big Fat Liar,2002
52.50,Wild,2014
52.54,Tyler Perry's A Madea Christmas,2013
52.55,The Roommate,2011
52.65,Untraceable,2008
52.77,An Inconvenient Truth,2006
52.82,The Boy Next Door,2015
52.88,Message in a Bottle,1999
52.93,My Cousin Vinny,1992
52.99,Defiance,2008
53.05,Konferenz der Tiere,2010
53.07,That Awkward Moment,2014
53.14,From Paris With Love,2010
53.18,Pitch Black,2000
53.19,Doubt,2008
53.21,Arachnophobia,1990
53.29,Radio,2003
53.35,Madea's Big Happy Family,2011
53.42,RoboCop,1987
53.43,Bounce,2000
53.51,Nine,2009
53.57,Stranger Than Fiction,2006
53.77,The Messengers,2007
53.85,The International,2009
53.86,Mickey Blue Eyes,1999
53.98,Edward Scissorhands,1990
53.98,The Verdict,1982
54.05,The Borrowers,1998
54.05,The Three Stooges,2012
54.10,Sinister 2,2015
54.21,Domestic Disturbance,2001
54.22,La Bamba,1987
54.24,The Abyss,1989
54.29,Varsity Blues,1999
54.32,No Good Deed,2014
54.34,Spanglish,2004
54.39,Lawless,2012
54.40,Barbershop: The Next Cut,2016
54.53,The Punisher,2004
54.54,Looney Tunes: Back in Action,2003
54.61,Doom,2005
54.62,Driven,2001
54.77,Predator 2,1990
54.84,St. Vincent,2014
54.99,Analyze That,2002
55.00,Dawn of the Dead,1979
55.04,Halloween: H2O,1998
55.09,The Giver,2014
55.19,Waking Ned Devine,1998
55.25,Extremely Loud and Incredibly Close,2011
55.25,The Odd Life of Timothy Green,2012
55.28,She's the Man,2006
55.31,We Own the Night,2007
55.35,Zoolander 2,2016
55.44,Rugrats Go Wild,2003
55.49,Out of Time,2003
55.50,Lucky Number Slevin,2006
55.52,Open Water,2004
55.53,The Lizzie McGuire Movie,2003
55.58,Wild Things,1998
55.62,"Definitely, Maybe",2008
55.67,The Craft,1996
55.69,Pooh's Heffalump Movie,2005
55.70,Pay it Forward,2000
55.76,The Animal,2001
55.84,Kicking and Screaming,2005
55.91,Cop Out,2010
55.93,Why Did I Get Married?,2007
55.98,Silent Hill: Revelation 3D,2012
56.04,Spice World,1998
56.08,Eastern Promises,2007
56.13,Frida,2002
56.18,Quartet,2013
56.19,Boyz n the Hood,1991
56.33,15 Minutes,2001
56.40,Drumline,2002
56.41,Elektra,2005
56.43,Cradle 2 the Grave,2003
56.44,The Mothman Prophecies,2002
56.45,The Crazies,2010
56.51,Tombstone,1993
56.51,Remember Me,2010
56.59,"Good Night, and Good Luck",2005
56.60,Clueless,1995
56.64,Murder by Numbers,2002
56.71,A Civil Action,1998
56.76,Woman in Gold,2015
56.82,Into the Wild,2007
56.97,The Man in the Iron Mask,1998
57.00,Crossroads,2002
57.05,The Descent,2006
57.19,The Mist,2007
57.19,Prom Night,2008
57.23,The Blues Brothers,1980
57.26,The Nice Guys,2016
57.26,Smokin' Aces,2007
57.27,Boyhood,2014
57.29,Milk,2008
57.30,The Godfather: Part II,1974
57.36,The Specialist,1994
57.47,Chariots of Fire,1981
57.47,Pet Sematary,1989
57.49,Under the Tuscan Sun,2003
57.52,Derailed,2005
57.58,The Eye,2008
57.59,End of Watch,2012
57.60,Year One,2009
57.75,Heartbreakers,2001
57.82,Dolphin Tale 2,2014
57.91,Snitch,2013
57.99,Yi dai zong shi,2013
58.01,My Girl,1991
58.09,That's My Boy,2012
58.23,Dragonball Evolution,2009
58.24,Agent Cody Banks,2003
58.24,Bowling for Columbine,2002
58.25,Amistad,1997
58.27,Little Nicky,2000
58.39,The Ninth Gate,2000
58.50,Invincible,2006
58.55,Zathura,2005
58.57,Sea of Love,1989
58.62,Jack,1996
58.79,The Master,2012
58.81,Sliding Doors,1998
58.86,Behind Enemy Lines,2001
58.89,Must Love Dogs,2005
58.94,Jeepers Creepers,2001
58.98,The Gift,2015
59.17,One Day,2011
59.18,Good Luck Chuck,2007
59.43,The Flintstones in Viva Rock Vegas,2000
59.45,Scrooged,1988
59.55,Aliens in the Attic,2009
59.57,Dr. No,1963
59.67,21 Grams,2003
59.68,Next Friday,2000
59.75,Friday the 13th,1980
59.80,Morning Glory,2010
59.92,Son of the Mask,2005
59.92,A Haunted House,2013
59.95,Superman III,1983
60.00,Spartacus,1960
60.00,It's a Mad Mad Mad Mad World,1963
60.21,Chain Reaction,1996
60.22,127 Hours,2010
60.26,The Perfect Guy,2015
60.27,The Insider,1999
60.28,I Spy,2002
60.28,Beautiful Creatures,2013
60.38,Secretariat,2010
60.41,Ten Things I Hate About You,1999
60.44,Lord of War,2005
60.51,Fantasia 2000 (IMAX),2000
60.51,Runner Runner,2013
60.53,Kiss the Girls,1997
60.61,Dallas Buyers Club,2013
60.68,Astérix et Obélix: Au service de Sa Majesté,2012
60.69,The Wild Thornberrys Movie,2002
60.77,My Super Ex-Girlfriend,2006
60.78,Zoolander,2001
60.83,Why Did I Get Married Too?,2010
60.86,Marie Antoinette,2006
60.87,Taxi 4,2007
61.03,Rock of Ages,2012
61.17,The Walk,2015
61.31,Flatliners,1990
61.40,National Lampoon’s Vacation,1983
61.40,The Legend of Hercules,2014
61.45,Larry Crowne,2011
61.48,Cellular,2004
61.48,A History of Violence,2005
61.49,Kubo and the Two Strings,2016
61.62,The Five-Year Engagement,2012
61.68,Nerve,2016
61.70,The 13th Warrior,1999
61.72,The Tree of Life,2011
61.79,Krampus,2015
61.89,Mouse Hunt,1997
61.95,Friday Night Lights,2004
62.02,Snakes on a Plane,2006
62.06,28 Days,2000
62.08,Brooklyn,2015
62.10,Captain Corelli's Mandolin,2001
62.11,A Walk Among the Tombstones,2014
62.18,Two Brothers,2004
62.21,Ninja Assassin,2009
62.23,The Reaping,2007
62.40,Not Another Teen Movie,2001
62.43,Like Mike,2002
62.45,Snow Day,2000
62.50,Patton,1970
62.55,The Crying Game,1992
62.56,Unfriended,2015
62.60,Splash,1984
62.65,Honey,2003
62.76,Proof of Life,2000
62.83,The Darkest Hour,2011
62.97,The Peacemaker,1997
62.99,Footloose,2011
63.08,The Sweetest Thing,2002
63.12,Beavis and Butt-head Do America,1996
63.13,Kick-Ass 2,2013
63.20,Random Hearts,1999
63.21,Lions for Lambs,2007
63.32,Madea's Family Reunion,2006
63.35,Devil,2010
63.36,Conan the Barbarian,2011
63.41,Tango & Cash,1989
63.47,She's All That,1999
63.49,In Good Company,2004
63.54,Stuck On You,2003
63.66,Flags of Our Fathers,2006
63.71,Cop Land,1997
63.78,God’s Not Dead,2014
63.78,High Crimes,2002
63.80,The Longest Ride,2015
63.95,The Remains of the Day,1993
64.06,"Hail, Caesar!",2016
64.17,Baby Mama,2008
64.19,Valiant,2005
64.23,28 Weeks Later,2007
64.24,Monster,2003
64.25,Wag the Dog,1997
64.35,The Imaginarium of Doctor Parnassus,2009
64.47,Miracle,2004
64.48,The Host,2013
64.59,Nothing To Lose,1997
64.73,Haeundae,2010
65.06,The Benchwarmers,2006
65.08,Something Borrowed,2011
65.09,House on Haunted Hill,1999
65.12,Without a Paddle,2004
65.28,Jersey Boys,2014
65.30,Donnie Brasco,1997
65.34,Hanna,2011
65.39,Take the Lead,2006
65.41,Killer Elite,2011
65.45,Street Kings,2008
65.53,The Ghost Writer,2010
65.53,Witness,1985
65.60,16 Blocks,2006
65.70,Se jie,2007
65.70,The Road to El Dorado,2000
65.71,Ever After: A Cinderella Story,1998
65.72,K-19: The Widowmaker,2002
65.75,Sweet November,2001
65.84,Barbershop 2: Back in Business,2004
65.97,Hot Tub Time Machine,2010
66.02,August Rush,2007
66.14,The Bank Job,2008
66.52,The Godfather: Part III,1990
66.55,Thirteen Days,2000
66.66,Inkheart,2009
66.74,Side Effects,2013
66.78,Tyler Perry's Madea's Witness Protection,2012
66.78,Selma,2014
66.79,Hero,1992
66.79,Changing Lanes,2002
66.94,102 Dalmatians,2000
66.96,Run All Night,2015
67.03,Space Chimps,2008
67.18,Coal Miner's Daughter,1980
67.19,Boogeyman,2005
67.22,When a Stranger Calls,2006
67.26,The Next Three Days,2010
67.31,Star Trek: Nemesis,2002
67.35,The Men Who Stare at Goats,2009
67.35,The Watch,2012
67.65,Legion,2010
67.68,Austin Powers: International Man of Mystery,1997
67.82,Outbreak,1995
67.87,Letters from Iwo Jima,2006
67.95,The American,2010
68.05,13 Hours: The Secret Soldiers of Benghazi,2016
68.08,Frequency,2000
68.17,The X-Files: I Want to Believe,2008
68.22,The Boy,2016
68.34,Practical Magic,1998
68.35,Ghost Ship,2002
68.45,Pokemon 3: The Movie,2001
68.47,Thirteen Ghosts,2001
68.54,One Direction: This is Us,2013
68.58,Moonrise Kingdom,2012
68.61,Open Range,2003
68.70,Star Wars: The Clone Wars,2008
68.70,2001: A Space Odyssey,1968
68.71,From Hell,2001
68.72,Precious (Based on the Novel Push by Sapphire),2009
68.84,Begin Again,2014
69.06,The Age of Adaline,2015
69.13,Babe: Pig in the City,1998
69.16,Bad Company,2002
69.43,The Adventures of Sharkboy and Lavagirl in 3-D,2005
69.54,Because I Said So,2007
69.55,Land of the Lost,2009
69.69,The Kid,2000
69.70,The Transporter Refueled,2015
69.70,The Best Little Whorehouse in Texas,1982
69.75,Saw VI,2009
69.76,A Very Long Engagement,2004
69.81,Grudge Match,2013
69.82,The Call,2013
69.83,Tae Guik Gi: The Brotherhood of War,2004
69.85,Private Benjamin,1980
69.85,Children of Men,2006
70.00,Lawrence of Arabia,1962
70.00,Halloween,1978
70.00,Born on the Fourth of July,1989
70.03,Think Like a Man Too,2014
70.06,House of Wax,2005
70.16,A Cinderella Story,2004
70.17,The Last Exorcism,2010
70.19,License to Wed,2007
70.20,Star Trek V: The Final Frontier,1989
70.22,Babylon A.D.,2008
70.33,Anacondas: The Hunt for the Blood Orchid,2004
70.36,The Hills Have Eyes,2006
70.54,Delivery Man,2013
70.55,The Dilemma,2011
70.59,Takers,2010
70.69,Ronin,1998
